 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           QOM2MOM_C           MOM2QOM_C        MOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C          MBA2POM1_C          MBA2POM2_C           MBA2MBD_C           MBD2MBA_C        MBA2ENZNm1_C        MBA2ENZNm2_C        MBA2ENZNm3_C        MBA2ENZNm4_C        MBA2ENZNm5_C        MBA2ENZNm6_C        ENZNm2DOM1_C        ENZNm2DOM2_C        ENZNm2DOM3_C        ENZNm2DOM4_C        ENZNm2DOM5_C        ENZNm2DOM6_C            CO2_soil            CO2_root             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3                NFix              Nitrif           Denit_NO3           Denit_NO2            Denit_NO           Denit_N2O           NO_efflux          N2O_efflux           N2_efflux              Nim_VG          Nim_NH4_VG          Nim_NO3_VG       NO32_Leaching        NO3_Leaching        NO2_Leaching            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           QOM2MOM_N           MOM2QOM_N        MOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N          MBA2POM1_N          MBA2POM2_N           MBA2MBD_N           MBD2MBA_N        MBA2ENZNm1_N        MBA2ENZNm2_N        MBA2ENZNm3_N        MBA2ENZNm4_N        MBA2ENZNm5_N        MBA2ENZNm6_N        ENZNm2DOM1_N        ENZNm2DOM2_N        ENZNm2DOM3_N        ENZNm2DOM4_N        ENZNm2DOM5_N        ENZNm2DOM6_N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    200301        0.182466E-04        0.112438E-05        0.787065E-07        0.416020E-06        0.629652E-06        0.662512E-06        0.203998E-04        0.496884E-06        0.152998E-04        0.165628E-06        0.509994E-05        0.680362E-05        0.680362E-05        0.746425E-10        0.250970E-10       -0.495455E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.232520E-04        0.157927E-10        0.201379E-08        0.185088E-08        0.174050E-07        0.212855E-07        0.247137E-08        0.245138E-08        0.219117E-07        0.789635E-11        0.789635E-12        0.710672E-11        0.505563E-09        0.512763E-06        0.136478E-09        0.459855E-11        0.348738E-11        0.308819E-14        0.661962E-18        0.198842E-12        0.985773E-10        0.569560E-11        0.328169E-11        0.111131E-11        0.109962E-11        0.139935E-11        0.189962E-04        0.749586E-06        0.182466E-04        0.182466E-04        0.160301E-04        0.221643E-05        0.000000E+00        0.221382E-05        0.261786E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.808000E-06        0.810840E-06        0.810840E-06        0.000000E+00        0.284018E-08        0.132252E-08        0.151765E-08        0.476726E-08        0.626347E-06        0.278295E-09        0.286008E-12        0.100690E-15        0.105915E-10        0.256989E-12        0.287445E-06       -0.225662E-04        0.834890E-06        0.474795E-06        0.360094E-06        0.405053E-07        0.404705E-07        0.348487E-10       -0.214034E-04        0.497479E-06        0.215572E-08        0.832041E-09        0.344915E-07        0.928753E-07        0.426217E-07        0.696565E-07        0.319663E-07        0.232188E-07        0.106554E-07        0.666457E-06        0.666457E-06        0.356094E-11        0.894506E-12       -0.266643E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.811208E-06        0.518188E-11        0.671263E-09        0.616962E-09        0.580168E-08        0.709508E-08        0.823791E-09        0.817127E-09        0.730391E-08        0.259093E-11        0.259093E-12        0.233184E-11        0.166345E-09        0.160058E-06        0.454927E-10        0.153285E-11        0.116246E-11        0.102940E-14        0.220654E-18        0.662808E-13        0.328591E-10        0.189853E-11        0.109390E-11        0.370437E-12        0.366541E-12        0.466449E-12
    200302        0.167746E-04        0.119234E-05        0.834641E-07        0.441167E-06        0.667712E-06        0.557152E-06        0.156070E-04        0.417864E-06        0.117052E-04        0.139288E-06        0.390174E-05        0.554865E-05        0.554865E-05        0.248616E-10        0.000000E+00       -0.248616E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.183835E-04        0.105674E-07        0.230972E-08        0.196385E-08        0.192465E-07        0.340876E-07        0.244425E-08        0.240476E-08        0.216012E-07        0.528372E-08        0.528372E-09        0.475536E-08        0.344033E-06        0.266246E-06        0.167428E-09        0.634375E-11        0.467563E-11        0.520099E-14        0.706608E-18        0.145352E-12        0.102811E-09        0.565946E-11        0.333967E-11        0.101898E-11        0.100792E-11        0.129844E-11        0.175694E-04        0.794895E-06        0.167746E-04        0.167746E-04        0.146700E-04        0.210453E-05        0.000000E+00        0.210197E-05        0.256228E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.664087E-06        0.671340E-06        0.671340E-06        0.000000E+00        0.725327E-08        0.350125E-08        0.375202E-08        0.430690E-08        0.436566E-06        0.123772E-09        0.132229E-12        0.575521E-16        0.306127E-11        0.163073E-12        0.212607E-06        0.486464E-05        0.648738E-06        0.371829E-06        0.276909E-06        0.105984E-07        0.105867E-07        0.116857E-10        0.573659E-05        0.499745E-06        0.228602E-08        0.882334E-09        0.365764E-07        0.780862E-07        0.326262E-07        0.585646E-07        0.244697E-07        0.195215E-07        0.815655E-08        0.541785E-06        0.541785E-06        0.110581E-11        0.000000E+00       -0.110581E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.672056E-06        0.290933E-08        0.769908E-09        0.654616E-09        0.641551E-08        0.107494E-07        0.814750E-09        0.801587E-09        0.720039E-08        0.145466E-08        0.145466E-09        0.130920E-08        0.947168E-07        0.831064E-07        0.558093E-10        0.211458E-11        0.155854E-11        0.173366E-14        0.235536E-18        0.484505E-13        0.342704E-10        0.188649E-11        0.111322E-11        0.339660E-12        0.335974E-12        0.432815E-12
    200303        0.149553E-04        0.747013E-05        0.522909E-06        0.276395E-05        0.418328E-05        0.419494E-06        0.895491E-05        0.314620E-06        0.671618E-05        0.104873E-06        0.223873E-05        0.342928E-05        0.342928E-05        0.675576E-11        0.000000E+00       -0.675576E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.147089E-04        0.421214E-07        0.254284E-08        0.205117E-08        0.206897E-07        0.674051E-07        0.244117E-08        0.236985E-08        0.214498E-07        0.210607E-07        0.210607E-08        0.189546E-07        0.166829E-05        0.922052E-07        0.219163E-09        0.111117E-10        0.715148E-11        0.737096E-14        0.825403E-18        0.107652E-12        0.110045E-09        0.588339E-11        0.353657E-11        0.934641E-12        0.923989E-12        0.120008E-11        0.199353E-04        0.498009E-05        0.149553E-04        0.149553E-04        0.131305E-04        0.182474E-05        0.000000E+00        0.182207E-05        0.267102E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.624213E-06        0.635861E-06        0.635861E-06        0.000000E+00        0.116476E-07        0.647837E-08        0.516927E-08        0.505664E-08        0.350530E-06        0.458501E-10        0.555278E-13        0.297764E-16        0.927303E-12        0.567883E-13        0.139517E-06        0.189438E-04        0.385956E-06        0.232262E-06        0.153694E-06        0.113566E-07        0.113442E-07        0.124368E-10        0.194806E-04        0.709004E-06        0.143222E-07        0.552790E-08        0.229154E-06        0.587575E-07        0.188048E-07        0.440681E-07        0.141036E-07        0.146894E-07        0.470120E-08        0.334128E-06        0.334128E-06        0.300488E-12        0.000000E+00       -0.300488E-12        0.000000E+00        0.000000E+00        0.000000E+00        0.636636E-06        0.115632E-07        0.847615E-09        0.683725E-09        0.689657E-08        0.199911E-07        0.813723E-09        0.789951E-09        0.714994E-08        0.578158E-08        0.578158E-09        0.520342E-08        0.458256E-06        0.287051E-07        0.730545E-10        0.370389E-11        0.238383E-11        0.245699E-14        0.275134E-18        0.358840E-13        0.366818E-10        0.196113E-11        0.117886E-11        0.311547E-12        0.307996E-12        0.400025E-12
    200304        0.272151E-04        0.377750E-04        0.264425E-05        0.139768E-04        0.211540E-04        0.411152E-06        0.586248E-05        0.308364E-06        0.439686E-05        0.102788E-06        0.146562E-05        0.248258E-05        0.248258E-05        0.120237E-09        0.172935E-09        0.526976E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.283745E-04        0.561975E-07        0.279227E-08        0.227145E-08        0.228050E-07        0.840662E-07        0.245937E-08        0.234976E-08        0.214600E-07        0.280987E-07        0.280987E-08        0.252889E-07        0.223192E-05        0.240903E-08        0.344398E-09        0.293816E-10        0.153380E-10        0.118446E-13        0.122506E-17        0.180498E-12        0.123905E-09        0.692468E-11        0.412986E-11        0.855007E-12        0.844476E-12        0.110621E-11        0.523985E-04        0.251834E-04        0.272151E-04        0.272151E-04        0.245010E-04        0.271415E-05        0.000000E+00        0.271111E-05        0.303836E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.144116E-05        0.146638E-05        0.146638E-05        0.000000E+00        0.252238E-07        0.169999E-07        0.822390E-08        0.705959E-08        0.507745E-06        0.000000E+00        0.000000E+00        0.184291E-16        0.000000E+00        0.189449E-14        0.160889E-06        0.298529E-04        0.437350E-06        0.291507E-06        0.145843E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.304511E-04        0.171917E-05        0.724244E-07        0.279535E-07        0.115879E-05        0.572712E-07        0.125257E-07        0.429534E-07        0.939424E-08        0.143178E-07        0.313141E-08        0.241567E-06        0.241567E-06        0.638294E-11        0.920055E-11        0.281760E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.146829E-05        0.153761E-07        0.930756E-09        0.757149E-09        0.760168E-08        0.246657E-07        0.819790E-09        0.783253E-09        0.715333E-08        0.768803E-08        0.768803E-09        0.691923E-08        0.610770E-06        0.733024E-09        0.114799E-09        0.979385E-11        0.511266E-11        0.394821E-14        0.408353E-18        0.601661E-13        0.413015E-10        0.230823E-11        0.137662E-11        0.285002E-12        0.281492E-12        0.368735E-12
    200305        0.703697E-04        0.946071E-04        0.662250E-05        0.350046E-04        0.529800E-04        0.890491E-06        0.167997E-04        0.667868E-06        0.125997E-04        0.222623E-06        0.419992E-05        0.737841E-05        0.737841E-05        0.485256E-08        0.112327E-07        0.638018E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.736387E-04        0.108719E-07        0.340505E-08        0.287367E-08        0.282770E-07        0.454276E-07        0.251413E-08        0.236802E-08        0.218060E-07        0.543597E-08        0.543597E-09        0.489236E-08        0.426355E-06        0.530977E-06        0.466277E-09        0.454397E-10        0.234142E-10        0.164789E-13        0.165857E-17        0.102440E-11        0.150213E-09        0.996907E-11        0.562071E-11        0.782756E-12        0.771841E-12        0.106509E-11        0.133441E-03        0.630714E-04        0.703697E-04        0.703697E-04        0.645365E-04        0.583327E-05        0.000000E+00        0.583007E-05        0.320560E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.368375E-05        0.374011E-05        0.374011E-05        0.000000E+00        0.563529E-07        0.384546E-07        0.178983E-07        0.149133E-07        0.173560E-05        0.631141E-11        0.000000E+00        0.347762E-16        0.000000E+00        0.137509E-14        0.629305E-06        0.219857E-04        0.510502E-05        0.338752E-05        0.171750E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.277201E-04        0.361357E-05        0.181386E-06        0.700092E-07        0.290217E-05        0.122419E-06        0.359015E-07        0.918143E-07        0.269262E-07        0.306048E-07        0.897539E-08        0.716478E-06        0.716478E-06        0.258157E-09        0.597588E-09        0.339431E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.374688E-05        0.287101E-08        0.113502E-08        0.957890E-09        0.942566E-08        0.143896E-07        0.838045E-09        0.789342E-09        0.726865E-08        0.143551E-08        0.143551E-09        0.129196E-08        0.112593E-06        0.161254E-06        0.155426E-09        0.151466E-10        0.780475E-11        0.549298E-14        0.552855E-18        0.341468E-12        0.500711E-10        0.332303E-11        0.187357E-11        0.260919E-12        0.257280E-12        0.355031E-12
    200306        0.117707E-03        0.143461E-03        0.100422E-04        0.530804E-04        0.803379E-04        0.141327E-05        0.266698E-04        0.105995E-05        0.200023E-04        0.353318E-06        0.666744E-05        0.113570E-04        0.113570E-04        0.607495E-08        0.000000E+00       -0.607495E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.112778E-03        0.790060E-13        0.392514E-08        0.358732E-08        0.338333E-07        0.413458E-07        0.262018E-08        0.244766E-08        0.226578E-07        0.395030E-13        0.395030E-14        0.355527E-13        0.318365E-11        0.136936E-05        0.550416E-10        0.157980E-11        0.524594E-12        0.203836E-14        0.281351E-18        0.519857E-12        0.160526E-09        0.110451E-10        0.612209E-11        0.716235E-12        0.705421E-12        0.104917E-11        0.213348E-03        0.956403E-04        0.117707E-03        0.117707E-03        0.108816E-03        0.889096E-05        0.000000E+00        0.888788E-05        0.308121E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.566849E-05        0.568223E-05        0.568223E-05        0.000000E+00        0.137316E-07        0.122588E-07        0.147278E-08        0.467485E-07        0.920468E-06        0.505197E-09        0.435896E-12        0.246203E-15        0.406739E-09        0.200719E-12        0.471345E-06        0.127629E-04        0.722482E-05        0.634441E-05        0.880410E-06        0.111915E-06        0.111100E-06        0.814680E-09        0.205710E-04        0.524202E-05        0.275050E-06        0.106161E-06        0.440081E-05        0.189053E-06        0.563757E-07        0.141790E-06        0.422817E-07        0.472633E-07        0.140939E-07        0.109852E-05        0.109852E-05        0.323189E-09        0.000000E+00       -0.323189E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.569251E-05        0.211523E-13        0.130838E-08        0.119578E-08        0.112778E-07        0.137819E-07        0.873394E-09        0.815886E-09        0.755260E-08        0.105762E-13        0.105762E-14        0.951855E-14        0.852658E-12        0.415362E-06        0.183472E-10        0.526600E-12        0.174865E-12        0.679452E-15        0.937837E-19        0.173286E-12        0.535085E-10        0.368170E-11        0.204070E-11        0.238745E-12        0.235140E-12        0.349725E-12
    200307        0.116682E-03        0.128807E-03        0.901647E-05        0.476585E-04        0.721317E-04        0.165362E-05        0.311007E-04        0.124022E-05        0.233256E-04        0.413405E-06        0.777518E-05        0.125639E-04        0.125639E-04        0.518345E-09        0.000000E+00       -0.518345E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.109285E-03        0.195015E-12        0.349332E-08        0.339038E-08        0.310015E-07        0.378854E-07        0.271572E-08        0.254037E-08        0.235198E-07        0.975076E-13        0.975076E-14        0.877568E-13        0.866928E-11        0.130969E-05        0.249281E-10        0.167441E-12        0.142090E-13        0.449109E-15        0.320607E-18        0.184918E-12        0.148931E-09        0.101142E-10        0.559849E-11        0.654685E-12        0.644746E-12        0.981014E-12        0.202554E-03        0.858711E-04        0.116682E-03        0.116682E-03        0.108264E-03        0.841849E-05        0.000000E+00        0.841563E-05        0.285805E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.537577E-05        0.537751E-05        0.537751E-05        0.000000E+00        0.174334E-08        0.171903E-08        0.243084E-10        0.539110E-07        0.767347E-06        0.730685E-10        0.592829E-12        0.374675E-15        0.209239E-09        0.658159E-12        0.505575E-06        0.121485E-04        0.538703E-05        0.497169E-05        0.415348E-06        0.792549E-08        0.766970E-08        0.255784E-09        0.180490E-04        0.475355E-05        0.246955E-06        0.953169E-07        0.395128E-05        0.214889E-06        0.650848E-07        0.161167E-06        0.488136E-07        0.537223E-07        0.162712E-07        0.120885E-05        0.120885E-05        0.275760E-10        0.000000E+00       -0.275760E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.537956E-05        0.620716E-13        0.116444E-08        0.113013E-08        0.103338E-07        0.126285E-07        0.905239E-09        0.846788E-09        0.783994E-08        0.310358E-13        0.310358E-14        0.279322E-13        0.276513E-11        0.397327E-06        0.830937E-11        0.558137E-13        0.473633E-14        0.149703E-15        0.106869E-18        0.616394E-13        0.496436E-10        0.337140E-11        0.186616E-11        0.218228E-12        0.214915E-12        0.327005E-12
    200308        0.109632E-03        0.118446E-03        0.829125E-05        0.438252E-04        0.663300E-04        0.179169E-05        0.336149E-04        0.134377E-05        0.252112E-04        0.447923E-06        0.840373E-05        0.131413E-04        0.131413E-04        0.456558E-10        0.298324E-09        0.252668E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.106055E-03        0.253060E-12        0.297171E-08        0.294648E-08        0.266533E-07        0.325717E-07        0.275962E-08        0.259473E-08        0.239756E-07        0.126530E-12        0.126530E-13        0.113877E-12        0.118145E-10        0.120658E-05        0.221772E-10        0.153698E-12        0.130009E-13        0.250888E-15        0.207983E-18        0.181132E-12        0.138040E-09        0.924536E-11        0.511057E-11        0.597510E-12        0.588408E-12        0.912016E-12        0.188596E-03        0.789643E-04        0.109632E-03        0.109632E-03        0.102410E-03        0.722172E-05        0.000000E+00        0.721907E-05        0.264813E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.512267E-05        0.512281E-05        0.512281E-05        0.000000E+00        0.147262E-09        0.145105E-09        0.215686E-11        0.540298E-07        0.745702E-06        0.699912E-10        0.278547E-12        0.253969E-15        0.216502E-09        0.392509E-12        0.554873E-06       -0.829018E-06        0.519458E-05        0.478823E-05        0.406345E-06        0.783085E-08        0.767154E-08        0.159308E-09        0.492826E-05        0.440821E-05        0.227092E-06        0.876504E-07        0.363347E-05        0.227204E-06        0.698646E-07        0.170403E-06        0.523984E-07        0.568010E-07        0.174661E-07        0.125681E-05        0.125681E-05        0.240359E-11        0.152425E-10        0.128389E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.512295E-05        0.105240E-12        0.990570E-09        0.982159E-09        0.888442E-08        0.108573E-07        0.919872E-09        0.864908E-09        0.799187E-08        0.526200E-13        0.526200E-14        0.473580E-13        0.491315E-11        0.366108E-06        0.739240E-11        0.512328E-13        0.433362E-14        0.836293E-16        0.693277E-19        0.603774E-13        0.460133E-10        0.308179E-11        0.170353E-11        0.199170E-12        0.196136E-12        0.304005E-12
    200309        0.754431E-04        0.767637E-04        0.537345E-05        0.284025E-04        0.429876E-04        0.144760E-05        0.293002E-04        0.108570E-05        0.219752E-04        0.361901E-06        0.732506E-05        0.105713E-04        0.105713E-04        0.318110E-09        0.282092E-09       -0.360178E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.766783E-04        0.353162E-08        0.267532E-08        0.265928E-08        0.240250E-07        0.328912E-07        0.276507E-08        0.261323E-08        0.240954E-07        0.176581E-08        0.176581E-09        0.158923E-08        0.165849E-06        0.733692E-06        0.460380E-10        0.684557E-12        0.121750E-12        0.477214E-15        0.178094E-18        0.686036E-13        0.128806E-09        0.847860E-11        0.467461E-11        0.546119E-12        0.537774E-12        0.843027E-12        0.126619E-03        0.511757E-04        0.754431E-04        0.754431E-04        0.700331E-04        0.540992E-05        0.000000E+00        0.540743E-05        0.249568E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.355182E-05        0.355195E-05        0.355195E-05        0.000000E+00        0.129678E-09        0.122009E-09        0.766846E-11        0.363171E-07        0.709771E-06        0.395599E-10        0.422358E-13        0.460980E-16        0.577873E-11        0.902564E-13        0.376216E-06       -0.308766E-04        0.326274E-05        0.284140E-05        0.421340E-06        0.173055E-08        0.172256E-08        0.799489E-11       -0.272359E-04        0.301879E-05        0.147175E-06        0.568051E-07        0.235481E-05        0.179982E-06        0.606276E-07        0.134987E-06        0.454707E-07        0.449956E-07        0.151569E-07        0.100518E-05        0.100518E-05        0.162010E-10        0.141598E-10       -0.204117E-11        0.000000E+00        0.000000E+00        0.000000E+00        0.355200E-05        0.141626E-08        0.891775E-09        0.886426E-09        0.800834E-08        0.112028E-07        0.921689E-09        0.871076E-09        0.803179E-08        0.708130E-09        0.708130E-10        0.637316E-09        0.666219E-07        0.222954E-06        0.153460E-10        0.228186E-12        0.405834E-13        0.159071E-15        0.593645E-19        0.228679E-13        0.429353E-10        0.282620E-11        0.155820E-11        0.182040E-12        0.179258E-12        0.281009E-12
    200310        0.385157E-04        0.279520E-04        0.195664E-05        0.103422E-04        0.156531E-04        0.982330E-06        0.198566E-04        0.736747E-06        0.148924E-04        0.245582E-06        0.496414E-05        0.688082E-05        0.688082E-05        0.258229E-07        0.292410E-07        0.341806E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.381840E-04        0.182257E-07        0.249005E-08        0.238713E-08        0.219649E-07        0.450678E-07        0.274953E-08        0.260578E-08        0.240027E-07        0.911282E-08        0.911282E-09        0.820155E-08        0.985074E-06        0.404902E-06        0.962600E-10        0.255360E-11        0.936598E-12        0.127454E-14        0.356631E-18        0.120594E-12        0.123861E-09        0.788037E-11        0.431130E-11        0.499220E-12        0.491518E-12        0.780369E-12        0.571504E-04        0.186346E-04        0.385157E-04        0.385157E-04        0.352311E-04        0.328464E-05        0.000000E+00        0.328218E-05        0.245875E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.164259E-05        0.164298E-05        0.164298E-05        0.000000E+00        0.386751E-09        0.308934E-09        0.778163E-10        0.212955E-07        0.756515E-06        0.682145E-10        0.348803E-13        0.291580E-16        0.424975E-11        0.342932E-13        0.323823E-06       -0.169852E-04        0.129601E-05        0.981988E-06        0.314024E-06        0.419549E-08        0.418718E-08        0.831862E-11       -0.153612E-04        0.139173E-05        0.535911E-07        0.206845E-07        0.857457E-06        0.120966E-06        0.410723E-07        0.907241E-07        0.308042E-07        0.302414E-07        0.102681E-07        0.651281E-06        0.651281E-06        0.128225E-08        0.145145E-08        0.169203E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.164305E-05        0.719264E-08        0.830017E-09        0.795710E-09        0.732165E-08        0.161400E-07        0.916509E-09        0.868594E-09        0.800091E-08        0.359632E-08        0.359632E-09        0.323669E-08        0.388994E-06        0.123676E-06        0.320867E-10        0.851198E-12        0.312200E-12        0.424848E-15        0.118877E-18        0.401981E-13        0.412870E-10        0.262679E-11        0.143710E-11        0.166406E-12        0.163839E-12        0.260123E-12
    200311        0.258834E-04        0.857596E-05        0.600317E-06        0.317310E-05        0.480254E-05        0.916744E-06        0.220493E-04        0.687558E-06        0.165370E-04        0.229186E-06        0.551233E-05        0.725510E-05        0.725510E-05        0.326348E-08        0.244406E-09       -0.301908E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.293208E-04        0.740564E-08        0.208812E-08        0.191102E-08        0.180106E-07        0.294154E-07        0.270525E-08        0.256230E-08        0.236175E-07        0.370282E-08        0.370282E-09        0.333254E-08        0.344934E-06        0.487883E-06        0.125771E-09        0.420785E-11        0.243847E-11        0.227463E-14        0.539687E-18        0.315532E-12        0.122977E-09        0.751522E-11        0.408782E-11        0.456404E-12        0.449221E-12        0.726013E-12        0.316007E-04        0.571730E-05        0.258834E-04        0.258834E-04        0.234130E-04        0.247038E-05        0.000000E+00        0.246782E-05        0.256315E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.107659E-05        0.107716E-05        0.107716E-05        0.000000E+00        0.570787E-09        0.319168E-09        0.251619E-09        0.109144E-07        0.966114E-06        0.443736E-09        0.159861E-12        0.415897E-16        0.204035E-10        0.805582E-13        0.361611E-06       -0.191572E-04        0.991597E-06        0.619741E-06        0.371856E-06        0.945747E-07        0.944740E-07        0.100732E-09       -0.177094E-04        0.745865E-06        0.164423E-07        0.634621E-08        0.263077E-06        0.112510E-06        0.458728E-07        0.843828E-07        0.344046E-07        0.281276E-07        0.114682E-07        0.684043E-06        0.684043E-06        0.160978E-09        0.107180E-10       -0.150260E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.107723E-05        0.288868E-08        0.696039E-09        0.637008E-09        0.600354E-08        0.102253E-07        0.901751E-09        0.854101E-09        0.787249E-08        0.144434E-08        0.144434E-09        0.129991E-08        0.134514E-06        0.152198E-06        0.419236E-10        0.140262E-11        0.812822E-12        0.758210E-15        0.179896E-18        0.105177E-12        0.409924E-10        0.250507E-11        0.136261E-11        0.152135E-12        0.149740E-12        0.242004E-12
    200312        0.264633E-04        0.353141E-05        0.247199E-06        0.130662E-05        0.197759E-05        0.975816E-06        0.233260E-04        0.731862E-06        0.174945E-04        0.243954E-06        0.583151E-05        0.812263E-05        0.812263E-05        0.611821E-09        0.000000E+00       -0.611821E-09        0.000000E+00        0.000000E+00        0.000000E+00        0.283586E-04        0.358968E-12        0.232791E-08        0.195561E-08        0.192914E-07        0.235752E-07        0.266205E-08        0.250806E-08        0.231877E-07        0.179484E-12        0.179484E-13        0.161536E-12        0.119428E-10        0.559102E-06        0.108962E-09        0.246297E-11        0.197076E-11        0.406763E-14        0.971893E-18        0.655384E-12        0.122694E-09        0.715748E-11        0.393877E-11        0.417428E-12        0.410582E-12        0.712841E-12        0.288176E-04        0.235427E-05        0.264633E-04        0.264633E-04        0.237689E-04        0.269444E-05        0.000000E+00        0.269196E-05        0.248191E-08        0.000000E+00        0.000000E+00        0.460000E-06        0.340000E-06        0.120000E-06        0.100501E-05        0.100638E-05        0.100638E-05        0.000000E+00        0.136580E-08        0.585019E-09        0.780785E-09        0.107556E-07        0.943973E-06        0.731821E-09        0.581370E-12        0.104463E-15        0.629213E-10        0.509013E-12        0.555237E-06       -0.449976E-05        0.105715E-05        0.586691E-06        0.470462E-06        0.167885E-06        0.167541E-06        0.344343E-09       -0.271948E-05        0.577714E-06        0.677061E-08        0.261324E-08        0.108330E-06        0.119644E-06        0.485342E-07        0.897328E-07        0.364006E-07        0.299109E-07        0.121335E-07        0.762594E-06        0.762594E-06        0.298254E-10        0.000000E+00       -0.298254E-10        0.000000E+00        0.000000E+00        0.000000E+00        0.100659E-05        0.120300E-12        0.775972E-09        0.651869E-09        0.643045E-08        0.785841E-08        0.887348E-09        0.836019E-09        0.772922E-08        0.601498E-13        0.601498E-14        0.541348E-13        0.400195E-11        0.174539E-06        0.363207E-10        0.820990E-12        0.656919E-12        0.135588E-14        0.323964E-18        0.218461E-12        0.408979E-10        0.238583E-11        0.131292E-11        0.139143E-12        0.136861E-12        0.237614E-12
