 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                 fRa                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                Kp2u                Ku2p                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB             VNup_VG             rNleach             bNup_VG            KsNH4_MB            KsNO3_MB                 YgN            Qmax_NH4             Kba_NH4            KsNH4_VG            KsNO3_VG              fpENZN                VNif                VNit             VDenit1             VDenit2             VDenit3             VDenit4               KsNif               KsNit            KsDenit1            KsDenit2            KsDenit3            KsDenit4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    200110        0.200000E+00        0.300000E+00        0.101145E+02        0.271496E+02        0.199756E+02        0.362480E+02        0.362480E+01        0.362480E+03        0.150000E+01        0.600000E+01        0.428175E-02        0.330704E-01        0.302067E-05        0.604133E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.194167E-02        0.501223E-01        0.160111E-03        0.606187E-04        0.261745E+00        0.180000E+01        0.103073E-01        0.443517E-10        0.100000E-02        0.224363E-06        0.308488E-08        0.160037E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.456654E-01        0.150513E-04        0.200000E-01        0.500000E+00        0.108744E-03        0.247695E-03        0.823602E-04        0.574420E-02        0.100000E+03        0.547985E-03        0.821978E-03        0.100000E+01        0.289994E-01        0.802656E+02        0.124136E+00        0.267901E+00        0.262032E+00        0.139697E+00        0.604133E-01        0.724960E-03        0.108744E-02        0.108744E-02        0.108744E-02        0.108744E-02
    200111        0.200000E+00        0.300000E+00        0.769840E+01        0.225792E+02        0.157004E+02        0.311509E+02        0.311509E+01        0.311509E+03        0.150000E+01        0.600000E+01        0.387357E-02        0.322623E-01        0.259591E-05        0.519183E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.152610E-02        0.501223E-01        0.144847E-03        0.520948E-04        0.278520E+00        0.180000E+01        0.103073E-01        0.168678E-10        0.100000E-02        0.224363E-06        0.103760E-08        0.144822E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.358919E-01        0.118300E-04        0.200000E-01        0.500000E+00        0.934529E-04        0.212865E-03        0.849694E-04        0.574420E-02        0.100000E+03        0.430703E-03        0.646054E-03        0.100000E+01        0.227928E-01        0.661258E+02        0.116980E+00        0.258029E+00        0.223745E+00        0.137424E+00        0.519183E-01        0.623019E-03        0.934529E-03        0.934529E-03        0.934529E-03        0.934529E-03
    200112        0.200000E+00        0.300000E+00        0.522860E+01        0.173397E+02        0.111455E+02        0.250517E+02        0.250517E+01        0.250517E+03        0.150000E+01        0.600000E+01        0.335090E-02        0.311180E-01        0.208764E-05        0.417527E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.108337E-02        0.501223E-01        0.125303E-03        0.418947E-04        0.302331E+00        0.180000E+01        0.103073E-01        0.838493E-11        0.100000E-02        0.224363E-06        0.459874E-09        0.125292E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.254794E-01        0.839801E-05        0.200000E-01        0.500000E+00        0.751549E-04        0.171186E-03        0.126091E-03        0.574420E-02        0.100000E+03        0.305753E-03        0.458629E-03        0.100000E+01        0.161805E-01        0.470075E+02        0.949041E-01        0.189361E+00        0.169707E+00        0.114435E+00        0.417527E-01        0.501033E-03        0.751549E-03        0.751549E-03        0.751549E-03        0.751549E-03
    200201        0.200000E+00        0.300000E+00        0.189719E+01        0.127681E+02        0.628599E+01        0.214392E+02        0.214392E+01        0.214392E+03        0.150000E+01        0.600000E+01        0.301854E-02        0.303085E-01        0.178660E-05        0.357320E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.850976E-03        0.501223E-01        0.112875E-03        0.358535E-04        0.319231E+00        0.180000E+01        0.103073E-01        0.850176E-11        0.100000E-02        0.224363E-06        0.412364E-09        0.112865E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.200138E-01        0.659656E-05        0.200000E-01        0.500000E+00        0.643177E-04        0.146501E-03        0.227140E-03        0.574420E-02        0.100000E+03        0.240166E-03        0.360249E-03        0.100000E+01        0.127096E-01        0.370820E+02        0.713502E-01        0.173968E+00        0.130374E+00        0.853391E-01        0.357320E-01        0.428784E-03        0.643177E-03        0.643177E-03        0.643177E-03        0.643177E-03
    200202        0.200000E+00        0.300000E+00        0.179016E+01        0.119310E+02        0.587983E+01        0.214919E+02        0.214919E+01        0.214919E+03        0.150000E+01        0.600000E+01        0.302347E-02        0.303208E-01        0.179099E-05        0.358198E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.854262E-03        0.501223E-01        0.113059E-03        0.359416E-04        0.318974E+00        0.180000E+01        0.103073E-01        0.437579E-07        0.100000E-02        0.224363E-06        0.200689E-05        0.100504E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.200911E-01        0.600234E-05        0.200000E-01        0.500000E+00        0.644757E-04        0.146861E-03        0.355106E-03        0.574420E-02        0.100000E+03        0.241093E-03        0.361640E-03        0.100000E+01        0.127587E-01        0.265469E+02        0.288686E-01        0.558968E-01        0.859993E-01        0.321954E-01        0.358198E-01        0.429838E-03        0.644757E-03        0.644757E-03        0.644757E-03        0.644757E-03
    200203        0.200000E+00        0.300000E+00        0.107459E+01        0.615328E+01        0.297059E+01        0.209098E+02        0.209098E+01        0.209098E+03        0.150000E+01        0.600000E+01        0.296743E-02        0.301748E-01        0.174249E-05        0.348497E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.819623E-03        0.501223E-01        0.110964E-03        0.349682E-04        0.322030E+00        0.180000E+01        0.103073E-01        0.135617E-05        0.100000E-02        0.224363E-06        0.671758E-04        0.112335E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.192764E-01        0.254610E-05        0.200000E-01        0.500000E+00        0.627294E-04        0.142884E-03        0.368839E-03        0.574420E-02        0.100000E+03        0.231317E-03        0.346976E-03        0.100000E+01        0.122413E-01        0.105341E+02        0.000000E+00        0.000000E+00        0.293681E-01        0.000000E+00        0.348497E-01        0.418196E-03        0.627294E-03        0.627294E-03        0.627294E-03        0.627294E-03
    200204        0.200000E+00        0.300000E+00        0.148069E+01        0.616042E+01        0.327408E+01        0.267716E+02        0.267716E+01        0.267716E+03        0.150000E+01        0.600000E+01        0.350017E-02        0.314511E-01        0.223096E-05        0.446192E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.120547E-02        0.501223E-01        0.130885E-03        0.447709E-04        0.295398E+00        0.180000E+01        0.103073E-01        0.221486E-05        0.100000E-02        0.224363E-06        0.125562E-03        0.274253E-06        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.283510E-01        0.234728E-05        0.200000E-01        0.500000E+00        0.803146E-04        0.182939E-03        0.465244E-03        0.574420E-02        0.100000E+03        0.340213E-03        0.510319E-03        0.100000E+01        0.180041E-01        0.133131E+02        0.000000E+00        0.000000E+00        0.365433E-01        0.000000E+00        0.446192E-01        0.535430E-03        0.803146E-03        0.803146E-03        0.803146E-03        0.803146E-03
    200205        0.200000E+00        0.300000E+00        0.268604E+01        0.105950E+02        0.643935E+01        0.347777E+02        0.347777E+01        0.347777E+03        0.150000E+01        0.600000E+01        0.416294E-02        0.328322E-01        0.289814E-05        0.579628E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.182377E-02        0.501223E-01        0.155668E-03        0.581599E-04        0.266690E+00        0.180000E+01        0.103073E-01        0.149940E-05        0.100000E-02        0.224363E-06        0.957711E-04        0.454999E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.428925E-01        0.601316E-05        0.200000E-01        0.500000E+00        0.104333E-03        0.237647E-03        0.706259E-03        0.574420E-02        0.100000E+03        0.514710E-03        0.772066E-03        0.100000E+01        0.272385E-01        0.261615E+02        0.565106E-01        0.299307E-02        0.124451E+00        0.703003E-01        0.579628E-01        0.695554E-03        0.104333E-02        0.104333E-02        0.104333E-02        0.104333E-02
    200206        0.200000E+00        0.300000E+00        0.866620E+01        0.360865E+02        0.241606E+02        0.505747E+02        0.505747E+01        0.505747E+03        0.150000E+01        0.600000E+01        0.534680E-02        0.349602E-01        0.421455E-05        0.842911E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.327078E-02        0.501223E-01        0.199937E-03        0.845777E-04        0.222597E+00        0.180000E+01        0.103073E-01        0.129438E-11        0.100000E-02        0.224363E-06        0.116131E-09        0.199934E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.769244E-01        0.253543E-04        0.200000E-01        0.500000E+00        0.151724E-03        0.345593E-03        0.570631E-03        0.574420E-02        0.100000E+03        0.923093E-03        0.138464E-02        0.100000E+01        0.488502E-01        0.113341E+03        0.411476E+00        0.229367E-01        0.617999E+00        0.522664E+00        0.842911E-01        0.101149E-02        0.151724E-02        0.151724E-02        0.151724E-02        0.151724E-02
    200207        0.200000E+00        0.300000E+00        0.117446E+02        0.445970E+02        0.316880E+02        0.603132E+02        0.603132E+01        0.603132E+03        0.150000E+01        0.600000E+01        0.601979E-02        0.360272E-01        0.502610E-05        0.100522E-02        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.428981E-02        0.501223E-01        0.225103E-03        0.100864E-03        0.200531E+00        0.180000E+01        0.103073E-01        0.521283E-11        0.100000E-02        0.224363E-06        0.503945E-09        0.225090E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.100891E+00        0.332536E-04        0.200000E-01        0.500000E+00        0.180939E-03        0.412140E-03        0.557608E-04        0.574420E-02        0.100000E+03        0.121069E-02        0.181603E-02        0.100000E+01        0.640698E-01        0.182621E+03        0.416254E+00        0.579006E+00        0.709081E+00        0.510708E+00        0.100522E+00        0.120626E-02        0.180939E-02        0.180939E-02        0.180939E-02        0.180939E-02
    200208        0.200000E+00        0.300000E+00        0.947631E+01        0.371790E+02        0.256398E+02        0.554216E+02        0.554216E+01        0.554216E+03        0.150000E+01        0.600000E+01        0.568941E-02        0.355216E-01        0.461846E-05        0.923693E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.375826E-02        0.501223E-01        0.212748E-03        0.926833E-04        0.210983E+00        0.180000E+01        0.103073E-01        0.190001E-06        0.100000E-02        0.224363E-06        0.175016E-04        0.175840E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.883893E-01        0.262395E-04        0.200000E-01        0.500000E+00        0.166265E-03        0.378714E-03        0.465445E-05        0.574420E-02        0.100000E+03        0.106067E-02        0.159101E-02        0.100000E+01        0.561308E-01        0.126480E+03        0.147759E+00        0.320973E+00        0.394458E+00        0.160644E+00        0.923693E-01        0.110843E-02        0.166265E-02        0.166265E-02        0.166265E-02        0.166265E-02
    200209        0.200000E+00        0.300000E+00        0.879361E+01        0.364377E+02        0.244746E+02        0.509807E+02        0.509807E+01        0.509807E+03        0.150000E+01        0.600000E+01        0.537440E-02        0.350023E-01        0.424839E-05        0.849679E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.331379E-02        0.501223E-01        0.200969E-03        0.852568E-04        0.221728E+00        0.180000E+01        0.103073E-01        0.346010E-10        0.100000E-02        0.224363E-06        0.278038E-08        0.200902E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.779361E-01        0.256802E-04        0.200000E-01        0.500000E+00        0.152942E-03        0.348368E-03        0.374652E-05        0.574420E-02        0.100000E+03        0.935233E-03        0.140285E-02        0.100000E+01        0.494926E-01        0.140558E+03        0.255864E+00        0.513128E+00        0.487540E+00        0.301038E+00        0.849679E-01        0.101961E-02        0.152942E-02        0.152942E-02        0.152942E-02        0.152942E-02
    200210        0.200000E+00        0.300000E+00        0.294837E+01        0.131543E+02        0.789578E+01        0.345819E+02        0.345819E+01        0.345819E+03        0.150000E+01        0.600000E+01        0.414903E-02        0.328096E-01        0.288183E-05        0.576366E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.180452E-02        0.501223E-01        0.155148E-03        0.578326E-04        0.267159E+00        0.180000E+01        0.103073E-01        0.115950E-05        0.100000E-02        0.224363E-06        0.724240E-04        0.658334E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.424399E-01        0.765880E-05        0.200000E-01        0.500000E+00        0.103746E-03        0.236310E-03        0.337585E-04        0.574420E-02        0.100000E+03        0.509279E-03        0.763919E-03        0.100000E+01        0.269511E-01        0.345803E+02        0.135811E-01        0.262694E-01        0.999375E-01        0.115282E-01        0.576366E-01        0.691639E-03        0.103746E-02        0.103746E-02        0.103746E-02        0.103746E-02
    200211        0.200000E+00        0.300000E+00        0.151410E+01        0.809894E+01        0.427047E+01        0.269044E+02        0.269044E+01        0.269044E+03        0.150000E+01        0.600000E+01        0.351460E-02        0.314929E-01        0.224203E-05        0.448407E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.121088E-02        0.501223E-01        0.131424E-03        0.449932E-04        0.294522E+00        0.180000E+01        0.103073E-01        0.115637E-05        0.100000E-02        0.224363E-06        0.669158E-04        0.643973E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.284784E-01        0.447399E-05        0.200000E-01        0.500000E+00        0.807133E-04        0.183847E-03        0.683669E-04        0.574420E-02        0.100000E+03        0.341741E-03        0.512612E-03        0.100000E+01        0.180850E-01        0.249163E+02        0.232938E-01        0.442943E-01        0.736757E-01        0.221207E-01        0.448407E-01        0.538088E-03        0.807133E-03        0.807133E-03        0.807133E-03        0.807133E-03
    200212        0.200000E+00        0.300000E+00        0.214634E+01        0.134366E+02        0.689178E+01        0.241983E+02        0.241983E+01        0.241983E+03        0.150000E+01        0.600000E+01        0.327508E-02        0.309431E-01        0.201652E-05        0.403305E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.102522E-02        0.501223E-01        0.122467E-03        0.404676E-04        0.305978E+00        0.180000E+01        0.103073E-01        0.323895E-07        0.100000E-02        0.224363E-06        0.171652E-05        0.106825E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.241119E-01        0.695033E-05        0.200000E-01        0.500000E+00        0.725949E-04        0.165355E-03        0.171940E-03        0.574420E-02        0.100000E+03        0.289342E-03        0.434013E-03        0.100000E+01        0.153120E-01        0.263598E+02        0.706740E-02        0.905113E-02        0.769497E-01        0.395036E-02        0.403305E-01        0.483965E-03        0.725949E-03        0.725949E-03        0.725949E-03        0.725949E-03
    200301        0.200000E+00        0.300000E+00        0.374591E+01        0.134727E+02        0.815474E+01        0.205011E+02        0.205011E+01        0.205011E+03        0.150000E+01        0.600000E+01        0.292801E-02        0.300720E-01        0.170842E-05        0.341685E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.795429E-03        0.501223E-01        0.109490E-03        0.342847E-04        0.324179E+00        0.180000E+01        0.103073E-01        0.697617E-09        0.100000E-02        0.224363E-06        0.357084E-07        0.108672E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.187074E-01        0.605307E-05        0.200000E-01        0.500000E+00        0.615032E-04        0.140091E-03        0.461037E-03        0.574420E-02        0.100000E+03        0.224489E-03        0.336734E-03        0.100000E+01        0.118800E-01        0.280886E+02        0.252739E-01        0.516694E-01        0.829986E-01        0.226552E-01        0.341685E-01        0.410021E-03        0.615032E-03        0.615032E-03        0.615032E-03        0.615032E-03
    200302        0.200000E+00        0.300000E+00        0.305293E+01        0.108652E+02        0.646890E+01        0.197476E+02        0.197476E+01        0.197476E+03        0.150000E+01        0.600000E+01        0.285909E-02        0.299060E-01        0.164563E-05        0.329126E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.746641E-03        0.501223E-01        0.106912E-03        0.330245E-04        0.327642E+00        0.180000E+01        0.103073E-01        0.385463E-06        0.100000E-02        0.224363E-06        0.178777E-04        0.595504E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.175600E-01        0.456445E-05        0.200000E-01        0.500000E+00        0.592427E-04        0.134942E-03        0.108290E-02        0.574420E-02        0.100000E+03        0.210720E-03        0.316080E-03        0.100000E+01        0.111513E-01        0.183248E+02        0.103870E-01        0.178189E-01        0.533795E-01        0.776073E-02        0.329126E-01        0.394951E-03        0.592427E-03        0.592427E-03        0.592427E-03        0.592427E-03
    200303        0.200000E+00        0.300000E+00        0.252816E+01        0.708874E+01        0.433647E+01        0.221263E+02        0.221263E+01        0.221263E+03        0.150000E+01        0.600000E+01        0.308150E-02        0.304609E-01        0.184385E-05        0.368771E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.895454E-03        0.501223E-01        0.115229E-03        0.370025E-04        0.316050E+00        0.180000E+01        0.103073E-01        0.156842E-05        0.100000E-02        0.224363E-06        0.808997E-04        0.205624E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.210598E-01        0.267848E-05        0.200000E-01        0.500000E+00        0.663787E-04        0.151196E-03        0.121793E-02        0.574420E-02        0.100000E+03        0.252718E-03        0.379077E-03        0.100000E+01        0.133738E-01        0.130647E+02        0.351506E-02        0.734816E-02        0.368479E-01        0.323346E-02        0.368771E-01        0.442525E-03        0.663787E-03        0.663787E-03        0.663787E-03        0.663787E-03
    200304        0.200000E+00        0.300000E+00        0.326472E+01        0.637048E+01        0.439799E+01        0.280141E+02        0.280141E+01        0.280141E+03        0.150000E+01        0.600000E+01        0.360558E-02        0.316785E-01        0.233451E-05        0.466902E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.129728E-02        0.501223E-01        0.134827E-03        0.468489E-04        0.290667E+00        0.180000E+01        0.103073E-01        0.220676E-05        0.100000E-02        0.224363E-06        0.127931E-03        0.446317E-06        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.305103E-01        0.216476E-05        0.200000E-01        0.500000E+00        0.840423E-04        0.191430E-03        0.125312E-02        0.574420E-02        0.100000E+03        0.366124E-03        0.549185E-03        0.100000E+01        0.193753E-01        0.141022E+02        0.000000E+00        0.000000E+00        0.386406E-01        0.000000E+00        0.466902E-01        0.560282E-03        0.840423E-03        0.840423E-03        0.840423E-03        0.840423E-03
    200305        0.200000E+00        0.300000E+00        0.881570E+01        0.216441E+02        0.162037E+02        0.374860E+02        0.374860E+01        0.374860E+03        0.150000E+01        0.600000E+01        0.438221E-02        0.332726E-01        0.312384E-05        0.624768E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.203998E-02        0.501223E-01        0.163867E-03        0.626892E-04        0.257546E+00        0.180000E+01        0.103073E-01        0.423412E-06        0.100000E-02        0.224363E-06        0.299242E-04        0.769886E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.479777E-01        0.109645E-04        0.200000E-01        0.500000E+00        0.112458E-03        0.256155E-03        0.173420E-02        0.574420E-02        0.100000E+03        0.575732E-03        0.863598E-03        0.100000E+01        0.304678E-01        0.370972E+02        0.329505E-03        0.000000E+00        0.106280E+00        0.000000E+00        0.624768E-01        0.749721E-03        0.112458E-02        0.112458E-02        0.112458E-02        0.112458E-02
    200306        0.200000E+00        0.300000E+00        0.163467E+02        0.372222E+02        0.302268E+02        0.470472E+02        0.470472E+01        0.470472E+03        0.150000E+01        0.600000E+01        0.509947E-02        0.345593E-01        0.392060E-05        0.784120E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.291054E-02        0.501223E-01        0.190688E-03        0.786786E-04        0.230890E+00        0.180000E+01        0.103073E-01        0.301118E-11        0.100000E-02        0.224363E-06        0.253466E-09        0.190682E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.684520E-01        0.225618E-04        0.200000E-01        0.500000E+00        0.141142E-03        0.321489E-03        0.183210E-02        0.574420E-02        0.100000E+03        0.821424E-03        0.123214E-02        0.100000E+01        0.434698E-01        0.116745E+03        0.316676E+00        0.256388E+00        0.509630E+00        0.394208E+00        0.784120E-01        0.940944E-03        0.141142E-02        0.141142E-02        0.141142E-02        0.141142E-02
    200307        0.200000E+00        0.300000E+00        0.200781E+02        0.428945E+02        0.362880E+02        0.529162E+02        0.529162E+01        0.529162E+03        0.150000E+01        0.600000E+01        0.551716E-02        0.352509E-01        0.440968E-05        0.881936E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.349416E-02        0.501223E-01        0.206308E-03        0.884934E-04        0.216579E+00        0.180000E+01        0.103073E-01        0.853755E-11        0.100000E-02        0.224363E-06        0.759419E-09        0.206289E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.821782E-01        0.270859E-04        0.200000E-01        0.500000E+00        0.158748E-03        0.361594E-03        0.368639E-03        0.574420E-02        0.100000E+03        0.986139E-03        0.147921E-02        0.100000E+01        0.521865E-01        0.148562E+03        0.309301E+00        0.588147E+00        0.550292E+00        0.373649E+00        0.881936E-01        0.105832E-02        0.158748E-02        0.158748E-02        0.158748E-02        0.158748E-02
    200308        0.200000E+00        0.300000E+00        0.220083E+02        0.456628E+02        0.393593E+02        0.557175E+02        0.557175E+01        0.557175E+03        0.150000E+01        0.600000E+01        0.570959E-02        0.355530E-01        0.464312E-05        0.928625E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.378990E-02        0.501223E-01        0.213503E-03        0.931782E-04        0.210335E+00        0.180000E+01        0.103073E-01        0.138028E-10        0.100000E-02        0.224363E-06        0.124628E-08        0.213473E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.891335E-01        0.293784E-04        0.200000E-01        0.500000E+00        0.167152E-03        0.380736E-03        0.259191E-04        0.574420E-02        0.100000E+03        0.106960E-02        0.160440E-02        0.100000E+01        0.566034E-01        0.161973E+03        0.326808E+00        0.546183E+00        0.588922E+00        0.392934E+00        0.928625E-01        0.111435E-02        0.167152E-02        0.167152E-02        0.167152E-02        0.167152E-02
    200309        0.200000E+00        0.300000E+00        0.147786E+02        0.329337E+02        0.267815E+02        0.469803E+02        0.469803E+01        0.469803E+03        0.150000E+01        0.600000E+01        0.509118E-02        0.345362E-01        0.391502E-05        0.783005E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.291168E-02        0.501223E-01        0.190378E-03        0.785667E-04        0.231371E+00        0.180000E+01        0.103073E-01        0.182399E-06        0.100000E-02        0.224363E-06        0.144692E-04        0.144592E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.684788E-01        0.191511E-04        0.200000E-01        0.500000E+00        0.140941E-03        0.321032E-03        0.157753E-04        0.574420E-02        0.100000E+03        0.821746E-03        0.123262E-02        0.100000E+01        0.434869E-01        0.779274E+02        0.426747E-01        0.820487E-01        0.228391E+00        0.359507E-01        0.783005E-01        0.939605E-03        0.140941E-02        0.140941E-02        0.140941E-02        0.140941E-02
    200310        0.200000E+00        0.300000E+00        0.820213E+01        0.190444E+02        0.144601E+02        0.377772E+02        0.377772E+01        0.377772E+03        0.150000E+01        0.600000E+01        0.440339E-02        0.333086E-01        0.314810E-05        0.629621E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.206766E-02        0.501223E-01        0.164660E-03        0.631761E-04        0.256802E+00        0.180000E+01        0.103073E-01        0.931340E-06        0.100000E-02        0.224363E-06        0.642645E-04        0.882856E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.486286E-01        0.101158E-04        0.200000E-01        0.500000E+00        0.113332E-03        0.258144E-03        0.370466E-04        0.574420E-02        0.100000E+03        0.583543E-03        0.875315E-03        0.100000E+01        0.308812E-01        0.458951E+02        0.236505E-01        0.488443E-01        0.133533E+00        0.214551E-01        0.629621E-01        0.755545E-03        0.113332E-02        0.113332E-02        0.113332E-02        0.113332E-02
    200311        0.200000E+00        0.300000E+00        0.559562E+01        0.164937E+02        0.110918E+02        0.278754E+02        0.278754E+01        0.278755E+03        0.150000E+01        0.600000E+01        0.359836E-02        0.316778E-01        0.232295E-05        0.464591E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.128047E-02        0.501223E-01        0.134556E-03        0.466170E-04        0.290672E+00        0.180000E+01        0.103073E-01        0.382731E-06        0.100000E-02        0.224363E-06        0.224864E-04        0.104694E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.301149E-01        0.806446E-05        0.200000E-01        0.500000E+00        0.836263E-04        0.190482E-03        0.638345E-04        0.574420E-02        0.100000E+03        0.361379E-03        0.542068E-03        0.100000E+01        0.191242E-01        0.397026E+02        0.452418E-01        0.101180E+00        0.124766E+00        0.498517E-01        0.464591E-01        0.557509E-03        0.836263E-03        0.836263E-03        0.836263E-03        0.836263E-03
    200312        0.200000E+00        0.300000E+00        0.559294E+01        0.178813E+02        0.116843E+02        0.256799E+02        0.256799E+01        0.256799E+03        0.150000E+01        0.600000E+01        0.340757E-02        0.312519E-01        0.213999E-05        0.427997E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.112508E-02        0.501223E-01        0.127422E-03        0.429453E-04        0.299541E+00        0.180000E+01        0.103073E-01        0.157119E-10        0.100000E-02        0.224363E-06        0.865737E-09        0.127401E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.264604E-01        0.872134E-05        0.200000E-01        0.500000E+00        0.770396E-04        0.175479E-03        0.210460E-03        0.574420E-02        0.100000E+03        0.317525E-03        0.476287E-03        0.100000E+01        0.168034E-01        0.490263E+02        0.805957E-01        0.209517E+00        0.159776E+00        0.932787E-01        0.427997E-01        0.513597E-03        0.770396E-03        0.770396E-03        0.770396E-03        0.770396E-03
