 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                kSOM               kPOM1               kPOM2                kPOM                kMOM                kQOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE                rNH4                fDOM       fNO3_Leaching        GPPscaler_VG             EA_POM1             EA_POM2              EA_MOM             EA_NFix              EA_Nit        EA_Denit_NO3        EA_Denit_NO2         EA_Denit_NO        EA_Denit_N2O               kNFix                kNit          kDenit_NO3          kDenit_NO2           kDenit_NO          kDenit_N2O              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    200011        0.157594E-04        0.160318E-05        0.123963E-03        0.707988E-04        0.490726E-05        0.492639E-05        0.128935E+01        0.110298E-02        0.159423E-02        0.409153E-04        0.602035E-05        0.620421E-03        0.694086E-03        0.345365E+00        0.562822E+00        0.907140E-01        0.129257E-03        0.639532E+00        0.100000E+01        0.830133E-04        0.649056E+00        0.431556E-04        0.352269E-03        0.131878E-02        0.144826E-07        0.400037E-05        0.309648E-08        0.450750E-08        0.986296E-08        0.207167E-08        0.108630E-07        0.353483E-02        0.226568E-05        0.565600E-05        0.123120E-04        0.249153E-05        0.441602E-18        0.133781E+01        0.133779E+01        0.614442E-05        0.214718E-04        0.198233E+01        0.149433E+00       -0.103427E+00        0.601000E+01
    200012        0.141808E-04        0.143647E-05        0.118206E-03        0.651337E-04        0.454509E-05        0.456434E-05        0.133766E+01        0.846759E-03        0.124366E-02        0.363977E-04        0.780508E-06        0.501923E-03        0.542812E-03        0.325755E+00        0.592649E+00        0.716058E-01        0.283001E-03        0.638398E+00        0.100000E+01        0.280748E-04        0.621793E+00        0.349145E-04        0.303887E-03        0.110376E-02        0.123387E-07        0.293401E-05        0.175645E-08        0.186429E-08        0.710204E-08        0.850899E-09        0.965210E-08        0.299151E-02        0.148769E-05        0.253325E-05        0.977800E-05        0.111811E-05        0.849925E-18        0.132645E+01        0.132644E+01        0.231978E-05        0.181344E-04       -0.180000E+00        0.140194E+00       -0.692258E-01        0.601000E+01
    200101        0.141407E-04        0.291948E-05        0.115639E-03        0.620177E-04        0.554023E-05        0.556754E-05        0.121128E+01        0.660452E-03        0.991001E-03        0.294361E-04        0.255058E-04        0.404754E-03        0.493655E-03        0.349143E+00        0.613005E+00        0.180848E+00        0.532469E-03        0.639964E+00        0.100000E+01        0.375161E-04        0.612208E+00        0.607534E-04        0.253989E-03        0.114922E-02        0.943715E-08        0.171436E-05        0.565620E-09        0.913925E-09        0.408380E-08        0.422312E-09        0.643034E-08        0.176943E-02        0.551771E-06        0.154731E-05        0.661076E-05        0.682984E-06        0.199596E-17        0.131509E+01        0.131508E+01        0.853582E-06        0.151690E-04       -0.372903E+01        0.121323E+00       -0.328413E+00        0.538000E+01
    200102        0.159920E-04        0.328949E-05        0.137604E-03        0.708818E-04        0.655086E-05        0.658580E-05        0.125043E+01        0.687323E-03        0.104324E-02        0.420387E-04        0.229937E-08        0.443891E-03        0.527076E-03        0.391567E+00        0.645705E+00        0.158754E+00        0.128840E-02        0.640019E+00        0.100000E+01        0.273643E-03        0.618423E+00        0.655470E-04        0.289814E-03        0.130469E-02        0.892793E-08        0.272430E-05        0.406701E-08        0.663458E-08        0.654518E-08        0.306997E-08        0.592719E-08        0.290330E-02        0.397330E-05        0.111635E-04        0.110394E-04        0.472823E-05       -0.969710E-18        0.130452E+01        0.130451E+01        0.181622E-05        0.178917E-04       -0.430464E+01        0.193571E+00       -0.183679E-01        0.538000E+01
    200103        0.133541E-04        0.312675E-05        0.117949E-03        0.586191E-04        0.587996E-05        0.590704E-05        0.154350E+01        0.791823E-03        0.116443E-02        0.257787E-04        0.177222E-04        0.512403E-03        0.502805E-03        0.354329E+00        0.663364E+00       -0.244359E-01        0.175147E-02        0.640843E+00        0.100000E+01        0.767484E-04        0.657913E+00        0.706364E-04        0.277340E-03        0.132242E-02        0.109566E-07        0.193906E-05        0.167513E-08        0.253280E-08        0.448750E-08        0.117280E-08        0.717735E-08        0.181110E-02        0.151593E-05        0.367031E-05        0.666410E-05        0.161044E-05       -0.267676E-17        0.129426E+01        0.129425E+01        0.736755E-05        0.212481E-04       -0.195290E+01        0.132613E+00       -0.170510E+00        0.538000E+01
    200104        0.116093E-04        0.331000E-05        0.100320E-03        0.491150E-04        0.553235E-05        0.555138E-05        0.179731E+01        0.130478E-02        0.183320E-02        0.196523E-04        0.725149E-04        0.755304E-03        0.724760E-03        0.351608E+00        0.645354E+00       -0.808619E-01        0.143521E-02        0.645149E+00        0.100000E+01        0.140733E-03        0.837740E+00        0.971172E-04        0.304496E-03        0.163112E-02        0.167756E-07        0.221138E-05        0.236378E-08        0.268392E-08        0.516329E-08        0.185599E-08        0.960446E-08        0.134376E-02        0.154901E-05        0.266038E-05        0.566536E-05        0.168970E-05        0.128844E-17        0.129000E+01        0.129000E+01        0.268416E-04        0.307183E-04        0.300033E+01        0.113200E+00       -0.899084E+00        0.538000E+01
    200105        0.140263E-04        0.433663E-05        0.115132E-03        0.567778E-04        0.702390E-05        0.704249E-05        0.198441E+01        0.267435E-02        0.359946E-02        0.186695E-04        0.418782E-04        0.143738E-02        0.136953E-02        0.410686E+00        0.626569E+00       -0.890988E-01        0.896816E-03        0.647030E+00        0.100000E+01        0.908065E-04        0.146184E+01        0.164387E-03        0.446629E-03        0.265667E-02        0.285780E-07        0.292216E-05        0.159630E-08        0.209879E-08        0.609543E-08        0.125106E-08        0.172005E-07        0.151354E-02        0.105738E-05        0.202688E-05        0.549690E-05        0.102868E-05        0.196205E-18        0.128985E+01        0.128985E+01        0.643888E-04        0.562147E-04        0.930613E+01        0.107355E+00       -0.302624E+00        0.538000E+01
    200106        0.225787E-04        0.685046E-05        0.168849E-03        0.867081E-04        0.113469E-04        0.113653E-04        0.203243E+01        0.520204E-02        0.680511E-02        0.948025E-04        0.854132E-09        0.268506E-02        0.260889E-02        0.493996E+00        0.619954E+00       -0.678807E-01        0.542254E-03        0.639144E+00        0.100000E+01        0.142999E-02        0.357139E+01        0.326615E-03        0.822988E-03        0.540074E-02        0.423815E-07        0.883758E-05        0.270605E-07        0.395564E-08        0.257076E-07        0.215467E-07        0.371356E-07        0.508449E-02        0.177561E-04        0.302242E-05        0.179826E-04        0.128008E-04        0.171177E-17        0.130053E+01        0.130056E+01        0.124359E-03        0.100979E-03        0.144400E+02        0.258933E+00       -0.860967E-02        0.538000E+01
    200107        0.256661E-04        0.767480E-05        0.176384E-03        0.946723E-04        0.124698E-04        0.124909E-04        0.211504E+01        0.666184E-02        0.855878E-02        0.102554E-03        0.506216E-09        0.337538E-02        0.325545E-02        0.495708E+00        0.619551E+00       -0.741560E-01        0.189228E-03        0.636526E+00        0.100000E+01        0.118555E-02        0.573912E+01        0.408281E-03        0.961593E-03        0.662758E-02        0.471050E-07        0.103095E-04        0.268097E-07        0.110660E-07        0.265497E-07        0.211474E-07        0.455132E-07        0.591290E-02        0.161679E-04        0.683839E-05        0.167214E-04        0.116971E-04        0.144815E-17        0.131929E+01        0.131931E+01        0.144499E-03        0.118047E-03        0.170677E+02        0.248742E+00       -0.938903E-02        0.538000E+01
    200108        0.237517E-04        0.707185E-05        0.153416E-03        0.850499E-04        0.110883E-04        0.111212E-04        0.210022E+01        0.670863E-02        0.853335E-02        0.639916E-04        0.316765E-04        0.319431E-02        0.309150E-02        0.447663E+00        0.594763E+00       -0.697953E-01        0.228752E-04        0.637613E+00        0.100000E+01        0.106077E-03        0.389047E+01        0.394370E-03        0.876973E-03        0.617832E-02        0.474090E-07        0.649820E-05        0.515724E-08        0.680118E-08        0.122839E-07        0.327847E-08        0.442934E-07        0.344610E-02        0.304423E-05        0.420085E-05        0.741679E-05        0.198376E-05       -0.438824E-18        0.133593E+01        0.133594E+01        0.117455E-03        0.100044E-03        0.181839E+02        0.137774E+00       -0.200055E+00        0.538000E+01
    200109        0.195413E-04        0.553685E-05        0.124838E-03        0.700190E-04        0.857350E-05        0.860238E-05        0.187886E+01        0.442974E-02        0.576929E-02        0.416754E-04        0.622874E-04        0.228038E-02        0.237098E-02        0.419779E+00        0.596657E+00       -0.344763E-01        0.260527E-04        0.640597E+00        0.100000E+01        0.883200E-04        0.249476E+01        0.262692E-03        0.607960E-03        0.404054E-02        0.352718E-07        0.383449E-05        0.258182E-08        0.351417E-08        0.716132E-08        0.168472E-08        0.291403E-07        0.207867E-02        0.176260E-05        0.256546E-05        0.507495E-05        0.119947E-05        0.111507E-17        0.134760E+01        0.134761E+01        0.870106E-04        0.715471E-04        0.144767E+02        0.119733E+00       -0.137149E+01        0.538000E+01
    200110        0.244430E-04        0.575804E-05        0.162905E-03        0.893282E-04        0.103317E-04        0.103475E-04        0.155563E+01        0.259391E-02        0.353948E-02        0.691648E-04        0.288096E-08        0.148038E-02        0.150979E-02        0.430673E+00        0.626048E+00       -0.247528E-01        0.823638E-04        0.640206E+00        0.100000E+01        0.498361E-03        0.954766E+00        0.211641E-03        0.621050E-03        0.377872E-02        0.226090E-07        0.448466E-05        0.733140E-08        0.933450E-08        0.906811E-08        0.528765E-08        0.177902E-07        0.299804E-02        0.606536E-05        0.851481E-05        0.827011E-05        0.451442E-05        0.132916E-17        0.134656E+01        0.134655E+01        0.315569E-04        0.488202E-04        0.835226E+01        0.207516E+00       -0.163419E-01        0.538000E+01
    200111        0.219512E-04        0.507076E-05        0.155767E-03        0.818287E-04        0.940031E-05        0.942981E-05        0.148471E+01        0.170351E-02        0.238692E-02        0.568528E-04        0.113684E-08        0.105849E-02        0.103417E-02        0.390954E+00        0.642178E+00       -0.330358E-01        0.849647E-04        0.640238E+00        0.100000E+01        0.653667E-03        0.680710E+00        0.159387E-03        0.510665E-03        0.294822E-02        0.173842E-07        0.344097E-05        0.635629E-08        0.821057E-08        0.706432E-08        0.478826E-08        0.130723E-07        0.258843E-02        0.579528E-05        0.869169E-05        0.750762E-05        0.455529E-05       -0.203407E-17        0.133083E+01        0.133081E+01        0.100229E-04        0.349208E-04        0.512967E+01        0.220933E+00       -0.130740E-01        0.538000E+01
    200112        0.189180E-04        0.422852E-05        0.144907E-03        0.724219E-04        0.818601E-05        0.821808E-05        0.131538E+01        0.106105E-02        0.154245E-02        0.477184E-04        0.549438E-09        0.701203E-03        0.764171E-03        0.379031E+00        0.661660E+00        0.820661E-01        0.126091E-03        0.640000E+00        0.100000E+01        0.875516E-03        0.623020E+00        0.106724E-03        0.384214E-03        0.206246E-02        0.120617E-07        0.228009E-05        0.474051E-08        0.549126E-08        0.488816E-08        0.366293E-08        0.851813E-08        0.201281E-02        0.523512E-05        0.731374E-05        0.649661E-05        0.429843E-05        0.662116E-18        0.131423E+01        0.131422E+01        0.249089E-05        0.235073E-04        0.556452E+00        0.234839E+00       -0.108242E-01        0.538000E+01
    200201        0.136602E-04        0.176160E-05        0.120938E-03        0.567183E-04        0.528332E-05        0.530757E-05        0.133253E+01        0.688540E-03        0.102568E-02        0.378657E-04        0.594395E-09        0.470388E-03        0.515785E-03        0.334202E+00        0.683754E+00        0.916779E-01        0.227138E-03        0.639456E+00        0.100000E+01        0.764097E-03        0.614007E+00        0.382569E-04        0.275798E-03        0.114341E-02        0.920868E-08        0.167444E-05        0.328976E-08        0.462161E-08        0.343497E-08        0.252598E-08        0.644071E-08        0.170733E-02        0.418821E-05        0.712884E-05        0.530122E-05        0.339353E-05       -0.135507E-17        0.130099E+01        0.130097E+01        0.113433E-05        0.163470E-04       -0.268935E+01        0.229742E+00       -0.113387E-01        0.589000E+01
    200202        0.119307E-04        0.164143E-05        0.110160E-03        0.496260E-04        0.484850E-05        0.487121E-05        0.145961E+01        0.647135E-03        0.961003E-03        0.320278E-04        0.343811E-05        0.452988E-03        0.457932E-03        0.313421E+00        0.701290E+00        0.694549E-02        0.355106E-03        0.639888E+00        0.100000E+01        0.329793E-03        0.623513E+00        0.357369E-04        0.250698E-03        0.105278E-02        0.893295E-08        0.111799E-05        0.124900E-08        0.138849E-08        0.208593E-08        0.895672E-09        0.618036E-08        0.114478E-02        0.169631E-05        0.227455E-05        0.327960E-05        0.132040E-05        0.885706E-18        0.129000E+01        0.129000E+01        0.259326E-05        0.162517E-04       -0.264000E+01        0.167036E+00       -0.681446E-01        0.589000E+01
    200203        0.618755E-05        0.102846E-05        0.588891E-04        0.258774E-04        0.256565E-05        0.257852E-05        0.155219E+01        0.484436E-03        0.711814E-03        0.343425E-05        0.116444E-03        0.332261E-03        0.339816E-03        0.250706E+00        0.696150E+00       -0.112587E-01        0.368835E-03        0.642644E+00        0.100000E+01        0.000000E+00        0.662875E+00        0.213716E-04        0.126281E-03        0.524944E-03        0.846616E-08        0.416969E-06        0.000000E+00        0.000000E+00        0.649031E-09        0.000000E+00        0.479340E-08        0.365597E-03        0.000000E+00        0.000000E+00        0.104627E-05        0.000000E+00        0.559577E-18        0.128171E+01        0.128169E+01        0.796246E-05        0.119029E-04       -0.322677E+01        0.826774E-01       -0.113721E+02        0.589000E+01
    200204        0.488227E-05        0.109232E-05        0.443838E-04        0.197334E-04        0.214056E-05        0.214962E-05        0.172282E+01        0.950182E-03        0.134058E-02        0.317721E-06        0.174205E-03        0.596124E-03        0.624070E-03        0.294518E+00        0.662468E+00       -0.429263E-01        0.465236E-03        0.650240E+00        0.100000E+01        0.000000E+00        0.869104E+00        0.295228E-04        0.123300E-03        0.573592E-03        0.131492E-07        0.542903E-06        0.000000E+00        0.000000E+00        0.735194E-09        0.000000E+00        0.593381E-08        0.291189E-03        0.000000E+00        0.000000E+00        0.915238E-06        0.000000E+00        0.203819E-17        0.128650E+01        0.128651E+01        0.297807E-04        0.217386E-04        0.188800E+01        0.747667E-01       -0.381817E+01        0.589000E+01
    200205        0.641101E-05        0.144424E-05        0.525868E-04        0.245011E-04        0.291978E-05        0.292676E-05        0.192663E+01        0.207709E-02        0.281540E-02        0.204589E-04        0.113486E-03        0.118108E-02        0.122789E-02        0.356243E+00        0.631431E+00       -0.545897E-01        0.706257E-03        0.660513E+00        0.100000E+01        0.434503E-03        0.161011E+01        0.544530E-04        0.210140E-03        0.113704E-02        0.236770E-07        0.153397E-05        0.239328E-08        0.538710E-10        0.223752E-08        0.143295E-08        0.909260E-08        0.517097E-03        0.131519E-05        0.451613E-07        0.190232E-05        0.995535E-06        0.198098E-18        0.129735E+01        0.129738E+01        0.684867E-04        0.446583E-04        0.740258E+01        0.111935E+00       -0.224944E+02        0.589000E+01
    200206        0.185414E-04        0.352519E-05        0.139418E-03        0.673972E-04        0.854879E-05        0.856533E-05        0.227404E+01        0.578118E-02        0.746287E-02        0.942905E-04        0.106094E-09        0.288210E-02        0.275360E-02        0.471221E+00        0.631665E+00       -0.848269E-01        0.570643E-03        0.640172E+00        0.100000E+01        0.201367E-02        0.509857E+01        0.180763E-03        0.726968E-03        0.436638E-02        0.470454E-07        0.769247E-05        0.169674E-07        0.374653E-09        0.103793E-07        0.106481E-07        0.408672E-07        0.419279E-02        0.105158E-04        0.202111E-06        0.684443E-05        0.564458E-05       -0.356435E-18        0.131896E+01        0.131899E+01        0.138929E-03        0.106221E-03        0.158667E+02        0.281300E+00       -0.612033E-02        0.589000E+01
    200207        0.219069E-04        0.416382E-05        0.148903E-03        0.762054E-04        0.976199E-05        0.977968E-05        0.230110E+01        0.825737E-02        0.103924E-01        0.103351E-03        0.408834E-09        0.373479E-02        0.350425E-02        0.458422E+00        0.600383E+00       -0.892961E-01        0.557528E-04        0.636296E+00        0.100000E+01        0.107348E-02        0.569588E+01        0.252151E-03        0.922788E-03        0.590302E-02        0.575515E-07        0.114536E-04        0.157148E-07        0.903374E-08        0.109112E-07        0.967073E-08        0.560231E-07        0.584499E-02        0.826311E-05        0.505277E-05        0.601677E-05        0.489286E-05       -0.809081E-18        0.134165E+01        0.134168E+01        0.147037E-03        0.118370E-03        0.201129E+02        0.244903E+00       -0.952742E-02        0.589000E+01
    200208        0.208656E-04        0.367894E-05        0.135877E-03        0.716789E-04        0.869094E-05        0.870509E-05        0.197124E+01        0.665747E-02        0.848358E-02        0.803582E-04        0.164373E-04        0.338083E-02        0.339270E-02        0.446886E+00        0.597949E+00       -0.482134E-01        0.465423E-05        0.636821E+00        0.100000E+01        0.269555E-03        0.460646E+01        0.204774E-03        0.779362E-03        0.483113E-02        0.467062E-07        0.729141E-05        0.513742E-08        0.461626E-08        0.557214E-08        0.280748E-08        0.450310E-07        0.397104E-02        0.294086E-05        0.275945E-05        0.333841E-05        0.163344E-05        0.372591E-17        0.136245E+01        0.136247E+01        0.127866E-03        0.990484E-04        0.181032E+02        0.168581E+00       -0.101631E+00        0.589000E+01
    200209        0.226882E-04        0.367607E-05        0.144967E-03        0.773331E-04        0.901285E-05        0.902960E-05        0.187883E+01        0.536871E-02        0.692396E-02        0.862135E-04        0.262686E-08        0.272472E-02        0.275558E-02        0.428551E+00        0.611425E+00       -0.392469E-01        0.374660E-05        0.637232E+00        0.100000E+01        0.669443E-03        0.255444E+01        0.190140E-03        0.770497E-03        0.463762E-02        0.384785E-07        0.741512E-05        0.812983E-08        0.670532E-08        0.629865E-08        0.482585E-08        0.365432E-07        0.424742E-02        0.502778E-05        0.428916E-05        0.403958E-05        0.295689E-05       -0.829644E-18        0.137640E+01        0.137642E+01        0.876540E-04        0.786873E-04        0.160367E+02        0.219600E+00       -0.140283E-01        0.589000E+01
    200210        0.106899E-04        0.170415E-05        0.705071E-04        0.372466E-04        0.396415E-05        0.397409E-05        0.173058E+01        0.181004E-02        0.245863E-02        0.269604E-04        0.103162E-03        0.106700E-02        0.113097E-02        0.308151E+00        0.646785E+00       -0.421020E-01        0.337567E-04        0.641129E+00        0.100000E+01        0.254355E-04        0.101973E+01        0.632745E-04        0.278119E-03        0.149328E-02        0.198859E-07        0.169640E-05        0.402767E-09        0.320768E-09        0.119253E-08        0.172914E-09        0.151975E-07        0.115370E-02        0.337933E-06        0.280370E-06        0.107840E-05        0.148444E-06        0.141793E-17        0.138000E+01        0.138000E+01        0.363231E-04        0.328121E-04        0.731581E+01        0.100452E+00       -0.296014E+02        0.589000E+01
    200211        0.871894E-05        0.119070E-05        0.596333E-04        0.311858E-04        0.299972E-05        0.301103E-05        0.152428E+01        0.762433E-03        0.109431E-02        0.239143E-04        0.970746E-04        0.471451E-03        0.526304E-03        0.242958E+00        0.620800E+00        0.104085E-01        0.683638E-04        0.647185E+00        0.100000E+01        0.975167E-04        0.676110E+00        0.315865E-04        0.167550E-03        0.787722E-03        0.134629E-07        0.118079E-05        0.628092E-09        0.473195E-09        0.778097E-09        0.291799E-09        0.690231E-08        0.722987E-03        0.588400E-06        0.598783E-06        0.984651E-06        0.353659E-06       -0.140249E-17        0.138000E+01        0.138000E+01        0.916702E-05        0.150905E-04        0.205633E+01        0.115800E+00       -0.525125E+02        0.589000E+01
    200212        0.147152E-04        0.180230E-05        0.105107E-03        0.533352E-04        0.514823E-05        0.516960E-05        0.132724E+01        0.872319E-03        0.127551E-02        0.364043E-04        0.214533E-05        0.559632E-03        0.608661E-03        0.334466E+00        0.641480E+00        0.788763E-01        0.171937E-03        0.644569E+00        0.100000E+01        0.103939E-04        0.614606E+00        0.439488E-04        0.273632E-03        0.125258E-02        0.118414E-07        0.124292E-05        0.188356E-09        0.892688E-10        0.754215E-09        0.485713E-10        0.649563E-08        0.891476E-03        0.166749E-06        0.122169E-06        0.103658E-05        0.648454E-07       -0.126443E-17        0.137141E+01        0.137138E+01        0.123138E-05        0.187470E-04       -0.143871E+00        0.130935E+00       -0.829000E-01        0.589000E+01
    200301        0.170941E-04        0.360999E-05        0.120841E-03        0.597843E-04        0.701711E-05        0.705039E-05        0.115550E+01        0.767162E-03        0.115196E-02        0.441629E-04        0.428064E-07        0.514399E-03        0.653413E-03        0.405430E+00        0.672427E+00        0.217860E+00        0.461039E-03        0.644000E+00        0.100000E+01        0.928742E-04        0.613927E+00        0.753968E-04        0.268966E-03        0.145559E-02        0.951258E-08        0.130161E-05        0.674930E-09        0.469321E-09        0.745011E-09        0.258997E-09        0.501082E-08        0.104928E-02        0.636188E-06        0.748485E-06        0.120063E-05        0.396239E-06       -0.428573E-17        0.135710E+01        0.135708E+01        0.112441E-05        0.182473E-04       -0.363968E+01        0.168581E+00       -0.302806E-01        0.536000E+01
    200302        0.135092E-04        0.304250E-05        0.100034E-03        0.476257E-04        0.572943E-05        0.575753E-05        0.138013E+01        0.621573E-03        0.932133E-03        0.235699E-04        0.301239E-04        0.436996E-03        0.478193E-03        0.354510E+00        0.703408E+00        0.711909E-01        0.108337E-02        0.644853E+00        0.100000E+01        0.226296E-04        0.614328E+00        0.607420E-04        0.212762E-03        0.113789E-02        0.932985E-08        0.843469E-06        0.279967E-09        0.150987E-09        0.441844E-09        0.835868E-10        0.449832E-08        0.664496E-03        0.264725E-06        0.256632E-06        0.746269E-06        0.136981E-06       -0.576000E-17        0.134601E+01        0.134600E+01        0.119242E-05        0.167731E-04       -0.430464E+01        0.127179E+00       -0.203875E+00        0.536000E+01
    200303        0.805855E-05        0.229329E-05        0.603496E-04        0.282995E-04        0.354463E-05        0.356051E-05        0.169692E+01        0.584137E-03        0.853820E-03        0.820669E-05        0.138193E-03        0.385584E-03        0.377451E-03        0.275283E+00        0.694301E+00       -0.560913E-01        0.121798E-02        0.647911E+00        0.100000E+01        0.219677E-04        0.658872E+00        0.502160E-04        0.136848E-03        0.757189E-03        0.120202E-07        0.622848E-06        0.980740E-10        0.577984E-10        0.278886E-09        0.325479E-10        0.532735E-08        0.409078E-03        0.886774E-07        0.981906E-07        0.434835E-06        0.538118E-07        0.125615E-17        0.133988E+01        0.133988E+01        0.747006E-05        0.149583E-04       -0.207839E+01        0.915161E-01       -0.917842E+01        0.536000E+01
    200304        0.552262E-05        0.223542E-05        0.389956E-04        0.187645E-04        0.256835E-05        0.257593E-05        0.181790E+01        0.115963E-02        0.161925E-02        0.393324E-06        0.165507E-03        0.697466E-03        0.725138E-03        0.314236E+00        0.652813E+00       -0.552847E-01        0.125322E-02        0.655361E+00        0.100000E+01        0.000000E+00        0.982023E+00        0.654362E-04        0.121747E-03        0.768810E-03        0.196865E-07        0.812659E-06        0.000000E+00        0.000000E+00        0.263722E-09        0.000000E+00        0.756815E-08        0.348565E-03        0.000000E+00        0.000000E+00        0.308401E-06        0.000000E+00        0.137427E-18        0.134000E+01        0.134000E+01        0.377712E-04        0.272139E-04        0.279667E+01        0.732000E-01       -0.988947E+01        0.536000E+01
    200305        0.157708E-04        0.477530E-05        0.106844E-03        0.514695E-04        0.764247E-05        0.766266E-05        0.186956E+01        0.303144E-02        0.409194E-02        0.374070E-04        0.298609E-04        0.174496E-02        0.182439E-02        0.470141E+00        0.644672E+00       -0.353850E-01        0.173419E-02        0.658117E+00        0.100000E+01        0.000000E+00        0.266026E+01        0.180589E-03        0.417304E-03        0.287767E-02        0.374808E-07        0.303012E-05        0.140202E-10        0.000000E+00        0.666305E-09        0.000000E+00        0.163609E-07        0.111894E-02        0.724289E-08        0.000000E+00        0.594788E-06        0.000000E+00       -0.363025E-17        0.134974E+01        0.134977E+01        0.946115E-04        0.703706E-04        0.916323E+01        0.102677E+00       -0.249852E+00        0.536000E+01
    200306        0.243612E-04        0.735699E-05        0.151763E-03        0.763437E-04        0.118008E-04        0.118172E-04        0.217217E+01        0.543357E-02        0.710510E-02        0.100013E-03        0.234064E-09        0.291885E-02        0.279447E-02        0.523561E+00        0.660410E+00       -0.818813E-01        0.183211E-02        0.638014E+00        0.100000E+01        0.146707E-02        0.505684E+01        0.348981E-03        0.741937E-03        0.557910E-02        0.566963E-07        0.104422E-04        0.157956E-07        0.146606E-08        0.292433E-08        0.336839E-08        0.519396E-07        0.640206E-02        0.104959E-04        0.990057E-06        0.207886E-05        0.211744E-05        0.304658E-18        0.137128E+01        0.137131E+01        0.143458E-03        0.117699E-03        0.142733E+02        0.260900E+00       -0.792800E-02        0.536000E+01
    200307        0.275012E-04        0.834698E-05        0.161661E-03        0.838731E-04        0.130937E-04        0.131224E-04        0.218685E+01        0.667426E-02        0.857276E-02        0.103021E-03        0.678575E-09        0.330004E-02        0.308955E-02        0.498598E+00        0.639485E+00       -0.906823E-01        0.368648E-03        0.636886E+00        0.100000E+01        0.901452E-03        0.416097E+01        0.443825E-03        0.886948E-03        0.694728E-02        0.631929E-07        0.122240E-04        0.140435E-07        0.314703E-08        0.288125E-08        0.297461E-08        0.605868E-07        0.697407E-02        0.847974E-05        0.199174E-05        0.181263E-05        0.173621E-05       -0.109547E-18        0.138671E+01        0.138672E+01        0.128808E-03        0.116691E-03        0.170323E+02        0.235129E+00       -0.108777E-01        0.536000E+01
    200308        0.291715E-04        0.882265E-05        0.166930E-03        0.875378E-04        0.137411E-04        0.137742E-04        0.199962E+01        0.721223E-02        0.919097E-02        0.102445E-03        0.101998E-08        0.358630E-02        0.347067E-02        0.479141E+00        0.614039E+00       -0.649891E-01        0.259199E-04        0.636941E+00        0.100000E+01        0.864968E-03        0.384077E+01        0.494269E-03        0.964554E-03        0.767917E-02        0.635797E-07        0.121871E-04        0.136422E-07        0.265016E-08        0.282531E-08        0.292726E-08        0.611050E-07        0.659075E-02        0.782813E-05        0.157133E-05        0.168555E-05        0.161408E-05        0.134281E-18        0.139030E+01        0.139031E+01        0.118449E-03        0.109623E-03        0.182194E+02        0.232290E+00       -0.115735E-01        0.536000E+01
    200309        0.246121E-04        0.699104E-05        0.142303E-03        0.744642E-04        0.110880E-04        0.111083E-04        0.179200E+01        0.467450E-02        0.609958E-02        0.661058E-04        0.149645E-04        0.250713E-02        0.254698E-02        0.446681E+00        0.630746E+00       -0.353125E-01        0.157735E-04        0.638601E+00        0.100000E+01        0.490770E-04        0.204928E+01        0.332599E-03        0.700269E-03        0.525067E-02        0.456821E-07        0.539388E-05        0.162956E-08        0.366183E-09        0.100303E-08        0.247526E-09        0.406896E-07        0.317321E-02        0.110758E-05        0.258511E-06        0.706647E-06        0.170803E-06       -0.458263E-18        0.139996E+01        0.139996E+01        0.767699E-04        0.754487E-04        0.141830E+02        0.135433E+00       -0.132337E+00        0.536000E+01
    200310        0.165313E-04        0.470660E-05        0.986858E-04        0.508561E-04        0.722402E-05        0.724148E-05        0.182460E+01        0.223309E-02        0.300764E-02        0.373541E-04        0.891181E-04        0.123694E-02        0.122441E-02        0.332669E+00        0.646340E+00       -0.691153E-01        0.370462E-04        0.641656E+00        0.100000E+01        0.430903E-04        0.907376E+00        0.183637E-03        0.404175E-03        0.282731E-02        0.311423E-07        0.296780E-05        0.850685E-09        0.204773E-09        0.541156E-09        0.139817E-09        0.234117E-07        0.182570E-02        0.666187E-06        0.177518E-06        0.464409E-06        0.117578E-06       -0.935619E-18        0.139288E+01        0.139286E+01        0.279522E-04        0.385194E-04        0.930161E+01        0.115258E+00       -0.146550E+02        0.536000E+01
